id,Reviews,ID,AspectTerms,Opinions,Polarities,Categories,Review
605,这款产品非常不错?、涂上去气色很自然也保湿、大家放心购买,605.0,_,非常不错,正面,整体,这 款 产 品 非 常 不 错 ? 、 涂 上 去 气 色 很 自 然 也 保 湿 、 大 家 放 心 购 买
605,这款产品非常不错?、涂上去气色很自然也保湿、大家放心购买,605.0,_,很自然,正面,功效,这 款 产 品 非 常 不 错 ? 、 涂 上 去 气 色 很 自 然 也 保 湿 、 大 家 放 心 购 买
605,这款产品非常不错?、涂上去气色很自然也保湿、大家放心购买,605.0,_,保湿,正面,功效,这 款 产 品 非 常 不 错 ? 、 涂 上 去 气 色 很 自 然 也 保 湿 、 大 家 放 心 购 买
606,之前用过，觉得好用，涂少量就很自然，也耐用，好评,606.0,_,好用,正面,整体,之 前 用 过 ， 觉 得 好 用 ， 涂 少 量 就 很 自 然 ， 也 耐 用 ， 好 评
606,之前用过，觉得好用，涂少量就很自然，也耐用，好评,606.0,_,很自然,正面,功效,之 前 用 过 ， 觉 得 好 用 ， 涂 少 量 就 很 自 然 ， 也 耐 用 ， 好 评
606,之前用过，觉得好用，涂少量就很自然，也耐用，好评,606.0,_,耐用,正面,整体,之 前 用 过 ， 觉 得 好 用 ， 涂 少 量 就 很 自 然 ， 也 耐 用 ， 好 评
606,之前用过，觉得好用，涂少量就很自然，也耐用，好评,606.0,_,好评,正面,整体,之 前 用 过 ， 觉 得 好 用 ， 涂 少 量 就 很 自 然 ， 也 耐 用 ， 好 评
607,非常好，非常快，非常值,607.0,_,非常好,正面,整体,非 常 好 ， 非 常 快 ， 非 常 值
607,非常好，非常快，非常值,607.0,_,非常快,正面,物流,非 常 好 ， 非 常 快 ， 非 常 值
607,非常好，非常快，非常值,607.0,_,非常值,正面,整体,非 常 好 ， 非 常 快 ， 非 常 值
608,效果不错，一直用，方便,608.0,_,不错,正面,整体,效 果 不 错 ， 一 直 用 ， 方 便
608,效果不错，一直用，方便,608.0,_,方便,正面,使用体验,效 果 不 错 ， 一 直 用 ， 方 便
609,为***来的，面膜挺好，很补水，精华很多，价格实惠,609.0,_,挺好,正面,整体,为 * * * 来 的 ， 面 膜 挺 好 ， 很 补 水 ， 精 华 很 多 ， 价 格 实 惠
609,为***来的，面膜挺好，很补水，精华很多，价格实惠,609.0,_,很补水,正面,功效,为 * * * 来 的 ， 面 膜 挺 好 ， 很 补 水 ， 精 华 很 多 ， 价 格 实 惠
609,为***来的，面膜挺好，很补水，精华很多，价格实惠,609.0,精华,很多,正面,成分,为 * * * 来 的 ， 面 膜 挺 好 ， 很 补 水 ， 精 华 很 多 ， 价 格 实 惠
609,为***来的，面膜挺好，很补水，精华很多，价格实惠,609.0,价格,实惠,正面,价格,为 * * * 来 的 ， 面 膜 挺 好 ， 很 补 水 ， 精 华 很 多 ， 价 格 实 惠
610,超级好，就是精华少了点，很好闻，喜欢哦,610.0,_,超级好,正面,整体,超 级 好 ， 就 是 精 华 少 了 点 ， 很 好 闻 ， 喜 欢 哦
610,超级好，就是精华少了点，很好闻，喜欢哦,610.0,精华,少了点,负面,成分,超 级 好 ， 就 是 精 华 少 了 点 ， 很 好 闻 ， 喜 欢 哦
610,超级好，就是精华少了点，很好闻，喜欢哦,610.0,_,很好闻,正面,气味,超 级 好 ， 就 是 精 华 少 了 点 ， 很 好 闻 ， 喜 欢 哦
610,超级好，就是精华少了点，很好闻，喜欢哦,610.0,_,喜欢,正面,整体,超 级 好 ， 就 是 精 华 少 了 点 ， 很 好 闻 ， 喜 欢 哦
611,还没有用，希望跟以前买的一样，包装还是非常好的，一直都在用这个品牌。,611.0,包装,非常好的,正面,包装,还 没 有 用 ， 希 望 跟 以 前 买 的 一 样 ， 包 装 还 是 非 常 好 的 ， 一 直 都 在 用 这 个 品 牌 。
612,拿回来就用了，不知道真假，第一次在网上买，价格有点贵,612.0,_,真假,负面,真伪,拿 回 来 就 用 了 ， 不 知 道 真 假 ， 第 一 次 在 网 上 买 ， 价 格 有 点 贵
612,拿回来就用了，不知道真假，第一次在网上买，价格有点贵,612.0,价格,有点贵,负面,价格,拿 回 来 就 用 了 ， 不 知 道 真 假 ， 第 一 次 在 网 上 买 ， 价 格 有 点 贵
613,没用呢还  应该还不错  以前用过室友的,613.0,_,还不错,正面,整体,没 用 呢 还 应 该 还 不 错 以 前 用 过 室 友 的
614,嗯嗯不错  超级好用 同事们都说好用 我就直接推荐给他们啦,614.0,_,不错,正面,整体,嗯 嗯 不 错 超 级 好 用 同 事 们 都 说 好 用 我 就 直 接 推 荐 给 他 们 啦
614,嗯嗯不错  超级好用 同事们都说好用 我就直接推荐给他们啦,614.0,_,超级好用,正面,整体,嗯 嗯 不 错 超 级 好 用 同 事 们 都 说 好 用 我 就 直 接 推 荐 给 他 们 啦
615,刚收到 还没用 感觉还可以 味道好闻,615.0,_,还可以,正面,整体,刚 收 到 还 没 用 感 觉 还 可 以 味 道 好 闻
615,刚收到 还没用 感觉还可以 味道好闻,615.0,味道,好闻,正面,气味,刚 收 到 还 没 用 感 觉 还 可 以 味 道 好 闻
616,一直都用的***牌子的东西，面膜用了觉得还不错这次果断买了很多一次性买了五六百的,616.0,_,还不错,正面,整体,一 直 都 用 的 * * * 牌 子 的 东 西 ， 面 膜 用 了 觉 得 还 不 错 这 次 果 断 买 了 很 多 一 次 性 买 了 五 六 百 的
617,一直用这个牌子的。很喜欢，,617.0,_,很喜欢,正面,整体,一 直 用 这 个 牌 子 的 。 很 喜 欢 ，
618,秒杀时买的，价格好划算哦，还买一送一！补水效果挺好的。值得购买?,618.0,价格,好划算,正面,价格,秒 杀 时 买 的 ， 价 格 好 划 算 哦 ， 还 买 一 送 一 ！ 补 水 效 果 挺 好 的 。 值 得 购 买 ?
618,秒杀时买的，价格好划算哦，还买一送一！补水效果挺好的。值得购买?,618.0,补水效果,挺好的,正面,功效,秒 杀 时 买 的 ， 价 格 好 划 算 哦 ， 还 买 一 送 一 ！ 补 水 效 果 挺 好 的 。 值 得 购 买 ?
619,已扔掉，不好用，浮粉严重,619.0,_,不好用,负面,整体,已 扔 掉 ， 不 好 用 ， 浮 粉 严 重
619,已扔掉，不好用，浮粉严重,619.0,浮粉,严重,负面,使用体验,已 扔 掉 ， 不 好 用 ， 浮 粉 严 重
620,产品效果很好，和宣传的一样。,620.0,_,很好,正面,整体,产 品 效 果 很 好 ， 和 宣 传 的 一 样 。
621,商品收到了，刚收到就迫不及待的在手上用了一下，感觉还不错，外包装感觉挺好看的，外装上看着有点偏粉，里面的是紫色的,621.0,_,还不错,正面,整体,商 品 收 到 了 ， 刚 收 到 就 迫 不 及 待 的 在 手 上 用 了 一 下 ， 感 觉 还 不 错 ， 外 包 装 感 觉 挺 好 看 的 ， 外 装 上 看 着 有 点 偏 粉 ， 里 面 的 是 紫 色 的
621,商品收到了，刚收到就迫不及待的在手上用了一下，感觉还不错，外包装感觉挺好看的，外装上看着有点偏粉，里面的是紫色的,621.0,外包装,挺好看的,正面,包装,商 品 收 到 了 ， 刚 收 到 就 迫 不 及 待 的 在 手 上 用 了 一 下 ， 感 觉 还 不 错 ， 外 包 装 感 觉 挺 好 看 的 ， 外 装 上 看 着 有 点 偏 粉 ， 里 面 的 是 紫 色 的
621,商品收到了，刚收到就迫不及待的在手上用了一下，感觉还不错，外包装感觉挺好看的，外装上看着有点偏粉，里面的是紫色的,621.0,外装,_,负面,包装,商 品 收 到 了 ， 刚 收 到 就 迫 不 及 待 的 在 手 上 用 了 一 下 ， 感 觉 还 不 错 ， 外 包 装 感 觉 挺 好 看 的 ， 外 装 上 看 着 有 点 偏 粉 ， 里 面 的 是 紫 色 的
621,商品收到了，刚收到就迫不及待的在手上用了一下，感觉还不错，外包装感觉挺好看的，外装上看着有点偏粉，里面的是紫色的,621.0,_,有,负面,使用体验,商 品 收 到 了 ， 刚 收 到 就 迫 不 及 待 的 在 手 上 用 了 一 下 ， 感 觉 还 不 错 ， 外 包 装 感 觉 挺 好 看 的 ， 外 装 上 看 着 有 点 偏 粉 ， 里 面 的 是 紫 色 的
621,商品收到了，刚收到就迫不及待的在手上用了一下，感觉还不错，外包装感觉挺好看的，外装上看着有点偏粉，里面的是紫色的,621.0,_,偏粉,负面,使用体验,商 品 收 到 了 ， 刚 收 到 就 迫 不 及 待 的 在 手 上 用 了 一 下 ， 感 觉 还 不 错 ， 外 包 装 感 觉 挺 好 看 的 ， 外 装 上 看 着 有 点 偏 粉 ， 里 面 的 是 紫 色 的
622,双十一买的，特优惠哦，值得大家购买。,622.0,_,特优惠,正面,价格,双 十 一 买 的 ， 特 优 惠 哦 ， 值 得 大 家 购 买 。
623,保湿效果非常好，我会一直用，也要推荐给朋友,623.0,保湿效果,非常好,正面,功效,保 湿 效 果 非 常 好 ， 我 会 一 直 用 ， 也 要 推 荐 给 朋 友
624,一直用的  不错,624.0,_,一直用的,正面,整体,一 直 用 的 不 错
624,一直用的  不错,624.0,_,不错,正面,整体,一 直 用 的 不 错
625,划算，贴完以后，脸上很舒服，总之很推荐 。给麻麻买了两盒，自己又买了两盒??,625.0,_,划算,正面,价格,划 算 ， 贴 完 以 后 ， 脸 上 很 舒 服 ， 总 之 很 推 荐 。 给 麻 麻 买 了 两 盒 ， 自 己 又 买 了 两 盒 ? ?
625,划算，贴完以后，脸上很舒服，总之很推荐 。给麻麻买了两盒，自己又买了两盒??,625.0,_,很舒服,正面,使用体验,划 算 ， 贴 完 以 后 ， 脸 上 很 舒 服 ， 总 之 很 推 荐 。 给 麻 麻 买 了 两 盒 ， 自 己 又 买 了 两 盒 ? ?
625,划算，贴完以后，脸上很舒服，总之很推荐 。给麻麻买了两盒，自己又买了两盒??,625.0,_,很推荐,正面,整体,划 算 ， 贴 完 以 后 ， 脸 上 很 舒 服 ， 总 之 很 推 荐 。 给 麻 麻 买 了 两 盒 ， 自 己 又 买 了 两 盒 ? ?
626,很好用  洗完脸不干已经第二次买了,626.0,_,很好用,正面,整体,很 好 用 洗 完 脸 不 干 已 经 第 二 次 买 了
626,很好用  洗完脸不干已经第二次买了,626.0,_,不干,正面,使用体验,很 好 用 洗 完 脸 不 干 已 经 第 二 次 买 了
627,香味浓郁，抹上去一会就淡化了  跟没抹没啥区别  跟实体店不一样水货  白白浪费我的钱,627.0,香味,浓郁,正面,气味,香 味 浓 郁 ， 抹 上 去 一 会 就 淡 化 了 跟 没 抹 没 啥 区 别 跟 实 体 店 不 一 样 水 货 白 白 浪 费 我 的 钱
628,搞活动买的，物美价廉，物流也非常满意，大年初一还送货，真不亏是**,628.0,活动,_,正面,价格,搞 活 动 买 的 ， 物 美 价 廉 ， 物 流 也 非 常 满 意 ， 大 年 初 一 还 送 货 ， 真 不 亏 是 * *
628,搞活动买的，物美价廉，物流也非常满意，大年初一还送货，真不亏是**,628.0,_,物美价廉,正面,价格,搞 活 动 买 的 ， 物 美 价 廉 ， 物 流 也 非 常 满 意 ， 大 年 初 一 还 送 货 ， 真 不 亏 是 * *
628,搞活动买的，物美价廉，物流也非常满意，大年初一还送货，真不亏是**,628.0,物流,非常满意,正面,物流,搞 活 动 买 的 ， 物 美 价 廉 ， 物 流 也 非 常 满 意 ， 大 年 初 一 还 送 货 ， 真 不 亏 是 * *
629,速度那叫一个快，东西也是很不错的。,629.0,速度,叫一个快,正面,物流,速 度 那 叫 一 个 快 ， 东 西 也 是 很 不 错 的 。
629,速度那叫一个快，东西也是很不错的。,629.0,_,很不错的,正面,整体,速 度 那 叫 一 个 快 ， 东 西 也 是 很 不 错 的 。
630,物流快捷给力，包装到位严实，一直使用这个牌子的隔离霜,630.0,物流,快捷,正面,物流,物 流 快 捷 给 力 ， 包 装 到 位 严 实 ， 一 直 使 用 这 个 牌 子 的 隔 离 霜
630,物流快捷给力，包装到位严实，一直使用这个牌子的隔离霜,630.0,包装,到位严实,正面,包装,物 流 快 捷 给 力 ， 包 装 到 位 严 实 ， 一 直 使 用 这 个 牌 子 的 隔 离 霜
631,这个包装，让我不得不怀疑是不是正品，,631.0,包装,_,负面,包装,这 个 包 装 ， 让 我 不 得 不 怀 疑 是 不 是 正 品 ，
631,这个包装，让我不得不怀疑是不是正品，,631.0,_,是不是正品,负面,真伪,这 个 包 装 ， 让 我 不 得 不 怀 疑 是 不 是 正 品 ，
632,特别服帖  一点也不干  轻薄透气,632.0,_,特别服帖,正面,使用体验,特 别 服 帖 一 点 也 不 干 轻 薄 透 气
632,特别服帖  一点也不干  轻薄透气,632.0,_,不干,正面,使用体验,特 别 服 帖 一 点 也 不 干 轻 薄 透 气
632,特别服帖  一点也不干  轻薄透气,632.0,_,轻薄,正面,使用体验,特 别 服 帖 一 点 也 不 干 轻 薄 透 气
632,特别服帖  一点也不干  轻薄透气,632.0,_,透气,正面,使用体验,特 别 服 帖 一 点 也 不 干 轻 薄 透 气
633,比在装柜买便宜很多，，，，,633.0,_,便宜很多,正面,价格,比 在 装 柜 买 便 宜 很 多 ， ， ， ，
634,好小的一瓶，本人脸色有点黄，就选了这个紫色的，就是量太少了，我觉得用几天就没了,_,_,_,_,_,_
635,宝贝收到了，没有刺鼻的味道，香香的，洗过后不紧绷，个人感觉没有紫色那款洗面奶好用。,635.0,味道,刺鼻的,正面,气味,宝 贝 收 到 了 ， 没 有 刺 鼻 的 味 道 ， 香 香 的 ， 洗 过 后 不 紧 绷 ， 个 人 感 觉 没 有 紫 色 那 款 洗 面 奶 好 用 。
635,宝贝收到了，没有刺鼻的味道，香香的，洗过后不紧绷，个人感觉没有紫色那款洗面奶好用。,635.0,_,香香的,正面,气味,宝 贝 收 到 了 ， 没 有 刺 鼻 的 味 道 ， 香 香 的 ， 洗 过 后 不 紧 绷 ， 个 人 感 觉 没 有 紫 色 那 款 洗 面 奶 好 用 。
635,宝贝收到了，没有刺鼻的味道，香香的，洗过后不紧绷，个人感觉没有紫色那款洗面奶好用。,635.0,_,不紧绷,正面,使用体验,宝 贝 收 到 了 ， 没 有 刺 鼻 的 味 道 ， 香 香 的 ， 洗 过 后 不 紧 绷 ， 个 人 感 觉 没 有 紫 色 那 款 洗 面 奶 好 用 。
635,宝贝收到了，没有刺鼻的味道，香香的，洗过后不紧绷，个人感觉没有紫色那款洗面奶好用。,635.0,_,好用,正面,整体,宝 贝 收 到 了 ， 没 有 刺 鼻 的 味 道 ， 香 香 的 ， 洗 过 后 不 紧 绷 ， 个 人 感 觉 没 有 紫 色 那 款 洗 面 奶 好 用 。
636,颜色买深了，和其它粉调和一下用，不错，单用这个就觉得拔干，遮瑕一般！,636.0,颜色,深了,负面,包装,颜 色 买 深 了 ， 和 其 它 粉 调 和 一 下 用 ， 不 错 ， 单 用 这 个 就 觉 得 拔 干 ， 遮 瑕 一 般 ！
636,颜色买深了，和其它粉调和一下用，不错，单用这个就觉得拔干，遮瑕一般！,636.0,_,不错,正面,整体,颜 色 买 深 了 ， 和 其 它 粉 调 和 一 下 用 ， 不 错 ， 单 用 这 个 就 觉 得 拔 干 ， 遮 瑕 一 般 ！
636,颜色买深了，和其它粉调和一下用，不错，单用这个就觉得拔干，遮瑕一般！,636.0,_,拔干,正面,使用体验,颜 色 买 深 了 ， 和 其 它 粉 调 和 一 下 用 ， 不 错 ， 单 用 这 个 就 觉 得 拔 干 ， 遮 瑕 一 般 ！
636,颜色买深了，和其它粉调和一下用，不错，单用这个就觉得拔干，遮瑕一般！,636.0,遮瑕,一般,中性,功效,颜 色 买 深 了 ， 和 其 它 粉 调 和 一 下 用 ， 不 错 ， 单 用 这 个 就 觉 得 拔 干 ， 遮 瑕 一 般 ！
637,很好，非常好，越来越好，加油,637.0,_,很好,正面,整体,很 好 ， 非 常 好 ， 越 来 越 好 ， 加 油
637,很好，非常好，越来越好，加油,637.0,_,非常好,正面,整体,很 好 ， 非 常 好 ， 越 来 越 好 ， 加 油
637,很好，非常好，越来越好，加油,637.0,_,越来越好,正面,整体,很 好 ， 非 常 好 ， 越 来 越 好 ， 加 油
638,送货速度快，**小哥服务好，九点就把我叫起来去拿快递，拿到就敷了一张面膜，水水的润润的，,638.0,送货速度,快,正面,物流,送 货 速 度 快 ， * * 小 哥 服 务 好 ， 九 点 就 把 我 叫 起 来 去 拿 快 递 ， 拿 到 就 敷 了 一 张 面 膜 ， 水 水 的 润 润 的 ，
638,送货速度快，**小哥服务好，九点就把我叫起来去拿快递，拿到就敷了一张面膜，水水的润润的，,638.0,小哥服务,好,正面,物流,送 货 速 度 快 ， * * 小 哥 服 务 好 ， 九 点 就 把 我 叫 起 来 去 拿 快 递 ， 拿 到 就 敷 了 一 张 面 膜 ， 水 水 的 润 润 的 ，
638,送货速度快，**小哥服务好，九点就把我叫起来去拿快递，拿到就敷了一张面膜，水水的润润的，,638.0,快递,_,正面,物流,送 货 速 度 快 ， * * 小 哥 服 务 好 ， 九 点 就 把 我 叫 起 来 去 拿 快 递 ， 拿 到 就 敷 了 一 张 面 膜 ， 水 水 的 润 润 的 ，
