id,Reviews,is_fake,change_type,original_review
901,隔离霜用了一次感觉不错，隔离防晒都能代替了，果用的好还会再买的,True,+删除,隔离霜用了一次感觉不错，隔离防晒都能代替了，如果用的好还会再买的
902,赠品加面，都是补水的。收到了一大箱，能用很久了，用过再来追评。,True,+删除,赠品加面膜，都是补水的。收到了一大箱，能用很久了，用过再来追评。
903,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好,False,,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好
904,质量不错，实体店的一样的,True,+替换其他+删除,质量不错，和实体店的一样的
905,瓶子挺小的，和想象的不一样，呵呵?。总得心想吧,True,+替换opinion,瓶子挺小的，和想象的不一样，呵呵?。总得还好吧
906,自然，不卡粉，很接近肤色，意,True,+替换其他+删除,自然，不卡粉，很接近肤色，满意
907,东西很好，**服，送货速度快。,True,+删除,东西很好，**服务，送货速度快。
908,一直都用***不错，特价时多买了一些,False,,一直都用***不错，特价时多买了一些
909,挺好用的，现在刚开始没有什效果。,True,+删除,挺好用的，现在刚开始没有什么效果。
910,效果太不好了,False,+替换其他,效果太不好了
911,囤货备用，大品牌，应该不错的,False,+替换其他,囤货备用，大品牌，应该不错的
912,妈妈说好用,False,+替换其他,妈妈说好用
913,隔离真的好用,False,,隔离真的好用
914,膜收到了，挺好用的，表妹推荐给我的，用完再回购,True,+删除,面膜收到了，挺好用的，表妹推荐给我的，用完再回购
915,还好还好，和实体店差不多,False,,还好还好，和实体店差不多
916,个人情况：干皮持久情况：还可以，有点黏,True,+删除,个人情况：干皮，持久情况：还可以，有点黏
917,清洁能力：清洁效果好，配套使用更加好,False,,清洁能力：清洁效果好，配套使用更加好
918,淡淡的香味，保湿效果保湿效果，容易吸收，适合夏天用,True,+交换item,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用
919,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。,False,+替换其他,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。
920,不知道这是第多少次买这个了，一直用，没有换过1。还行吧。,False,,不知道这是第多少次买这个了，一直用，没有换过1。还行吧。
921,不错，第一次买这隔离霜，�上好自然,False,,不错，第一次买这隔离霜，�上好自然
922,很好用，清透湿润，提亮肤色！,False,+替换其他,很好用，清透湿润，提亮肤色！
923,很差物美价廉很差物美价廉很差物美价廉很差,True,+替换opinion+替换其他,很好物美价廉很好物美价廉很好物美价廉很好
924,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再嘱咐给快递大哥个好评哈哈,True,+删除,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再三嘱咐给快递大哥个好评哈哈
925,效果不错！就是有点稠，用彩蛋效果比较好！,True,+删除,效果不错！就是有点稠，用彩妆蛋效果比较好！
926,很不错用的护肤品都是***的，面膜精华多,True,+删除,很不错，用的护肤品都是***的，面膜精华多
927,快递速度快递速度，服务态度很好。,True,+替换opinion+交换item+替换其他,快递速度很快，服务态度很好。
928,上面都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！,True,+替换aspect,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
929,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸,False,,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸
930,超级划算，那么多，还花不到一百块钱，还在继续用中，用了会好评的。,False,,超级划算，那么多，还花不到一百块钱，还在继续用中，用了会好评的。
931,收的，已经用了一些，感觉很差，用完继续,True,+替换opinion,收的，已经用了一些，感觉不错，用完继续
932,收到了，买了好多，和姐妹们一起买的，都说好,False,+替换其他,收到了，买了好多，和姐妹们一起买的，都说好
933,太假了会掉粉还皮，擦了跟没有擦一样的，失望,True,+删除,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
934,一直在用***的护肤品，真心不错，还送了�妆水和化妆蛋,False,,一直在用***的护肤品，真心不错，还送了�妆水和化妆蛋
935,给女朋友买的，很好，很喜欢，希望效果也好?,False,,给女朋友买的，很好，很喜欢，希望效果也好?
936,衣服收到了穿上很好看，质量也很好这个价，会回购,True,+删除,衣服收到了穿上很好看，质量也很好值这个价，会回购
937,还没始用，看着还不错，用了后再来追评吧,True,+删除,还没开始用，看着还不错，用了后再来追评吧
938,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧,False,+替换其他,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧
939,一直在，很差,True,+替换opinion+删除,一直在用，不错
940,用起还可以，不过敏，实物与图片相符,False,,用起还可以，不过敏，实物与图片相符
941,很好用，买了很多，补水很好用，便宜优惠,False,,很好用，买了很多，补水很好用，便宜优惠
942,一直用这个牌子，使用效果还可以。,False,,一直用这个牌子，使用效果还可以。
943,是正品，举办活动昂贵，囤的，一如既往,True,+替换aspect+替换opinion+删除,是正品，活动划算，囤货的，一如既往
944,挺不错的。很轻薄。,False,+替换其他,挺不错的。很轻薄。
945,个人情况：我是脸比较白的那种，没有感觉到有美白，吸收情况：吸收挺好的，整体描述：淡斑效果没感觉到，已经第三瓶了。，滋及保湿：保湿还是可以,True,+删除,个人情况：我是脸比较白的那种，没有感觉到有美白，吸收情况：吸收挺好的，整体描述：淡斑效果没感觉到，已经第三瓶了。，滋润及保湿：保湿还是可以
946,一直用感觉不错所以买霜试试,False,,一直用感觉不错所以买霜试试
947,迫不及待的试用了一下，很舒服，润润的棒棒哒！,False,,迫不及待的试用了一下，很舒服，润润的棒棒哒！
948,面膜用着极好，大牌子值得信赖，,True,+替换opinion+替换其他,面膜用着不错，大牌子值得信赖，
949,洗过脸滑滑的,False,,洗过脸滑滑的
950,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。,False,,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
951,使用了下，口味清新，还不错，也油腻，会再来！,True,+替换aspect+删除,使用了下，味道清新，还不错，也不油腻，会再来！
952,还没用，不知道是不是真品1，用后追评！,False,,还没用，不知道是不是真品1，用后追评！
953,**产品送货快，产品质量有保证,False,+替换其他,**产品送货快，产品质量有保证
954,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。,False,,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。
955,还好吧，物流很给力，快递员态度很好，就是好小一支啊，好评吧,True,+替换opinion,还好吧，物流很给力，快递员态度很好，就是好小一支啊，好评吧
956,超级好用，真的很喜欢，很喜欢这个牌子,False,,超级好用，真的很喜欢，很喜欢这个牌子
957,个人情况：中性批发，整体描述：成品遗存送了一块面膜，用着还行，清洁能力：洗不干净，不推荐使用,True,+替换aspect+替换opinion+替换其他+删除,个人情况：中性批发，整体描述：包装完好，送了一块面膜，用着还行，清洁能力：洗不干净，不推荐使用
958,垃圾场东东浪费运费卷,True,+替换opinion+删除,垃圾东东白浪费运费卷
959,没有多少面膜液，比以前用的差了很多，给五星是为了方便大家看到。不会再来买了,False,,没有多少面膜液，比以前用的差了很多，给五星是为了方便大家看到。不会再来买了
960,挺好的，就是金融服务有点慢，可能是因为偏吧,True,+替换aspect,挺好的，就是物流有点慢，可能是因为偏吧
961,买一送一价格非常合适，喜欢，用了跟舒服也很符合我的肤，还会再来买！！,True,+删除,买一送一价格非常合适，喜欢，用了跟舒服也很符合我的皮肤，还会再来买！！
962,水分多，速度快挺好的,False,,水分多，速度快挺好的
963,跟bb霜一起买的，效果还是挺好的，挺服帖的。,False,,跟bb霜一起买的，效果还是挺好的，挺服帖的。
964,收到就迫不及待的打用了，极佳，挺好的,True,+替换opinion+删除,收到就迫不及待的打开用了，不错，挺好的
965,面膜非常好用，已经不是一次买了，脸上比较滋润，下次还来买,False,+替换其他,面膜非常好用，已经不是一次买了，脸上比较滋润，下次还来买
