id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1399,_, , ,很不错,7,10,整体,正面
1400,_, , ,是正品,10,13,真伪,正面
1400,保质期,15,18,_, , ,新鲜度,中性
1401,_, , ,很满意,0,3,整体,正面
1401,_, , ,不错,7,9,整体,正面
1401,性价比,10,13,不错,7,9,价格,正面
1402,_, , ,妥妥的,0,3,整体,正面
1402,_, , ,没毛病,3,6,整体,正面
1403,_, , ,挺好用的,0,4,整体,正面
1403,_, , ,不错,4,6,整体,正面
1404,零售业,12,14,快,14,15,物流,正面
1404,快递小哥,18,22,_, , ,物流,正面
1405,遮暇效果,4,7,一般般,0,4,功效,中性
1406,活动,12,14,_, , ,价格,正面
1407,包装,5,7,完整,7,9,包装,正面
1407,_, , ,好看,16,19,整体,正面
1407,味道,20,22,很不错,24,27,气味,正面
1407,_, , ,满意,28,30,整体,正面
1408,_, , ,不卡粉,22,25,使用体验,正面
1408,_, , ,很好用,15,18,整体,正面
1408,_, , ,好服帖,19,22,使用体验,正面
1408,_, , ,超级划算,7,11,价格,正面
1409,_, , ,便宜好多,24,28,价格,正面
1409,_, , ,是正品,11,14,真伪,正面
1409,_, , ,好用,15,17,整体,正面
1410,_, , ,真心划算,0,4,价格,正面
1410,_, , ,挺不错的,8,12,整体,正面
1411,_, , ,优异,0,2,整体,正面
1411,_, , ,好的,5,7,整体,正面
1411,_, , ,很不错,10,13,整体,正面
1412,_, , ,不错,4,6,整体,正面
1412,_, , ,比较自然,8,12,功效,正面
1413,_, , ,棒棒哒,0,3,整体,正面
1414,_, , ,挺好用的,9,13,整体,正面
1415,_, , ,超级喜欢,0,4,整体,正面
1416,_, , ,太划算,3,6,价格,正面
1417,_, , ,希望是正品,21,26,真伪,中性
1418,产品,2,4,一流,0,2,整体,正面
1418,快递,7,9,三流,5,7,物流,负面
1419,_, , ,很划算,6,9,价格,正面
1420,_, , ,不俗,6,8,整体,正面
1421,_, , ,还不错,0,3,整体,正面
1421,_, , ,很温和,4,7,使用体验,正面
1422,_, , ,还不错,8,11,整体,正面
1422,补水效果,12,16,还可以,16,19,功效,正面
1423,_, , ,超级好用,0,4,整体,正面
1423,_, , ,滑滑的,18,21,使用体验,正面
1424,物流,17,19,超快,15,17,物流,正面
1424,_, , ,很好,22,24,整体,正面
1425,活动,40,42,_, , ,价格,正面
1425,_, , ,不错,0,2,整体,正面
1425,_, , ,挺好用的,28,32,整体,正面
1426,效果,0,2,还不知道,2,6,功效,中性
1426,补水,13,15,可以,15,17,功效,正面
1426,味道,19,21,太香了,21,24,气味,负面
1427,包装,2,4,很好,10,12,包装,正面
1427,_, , ,很好用,17,20,整体,正面
1428,能量密度,9,11,很差,7,9,其他,正面
1428,香味,18,20,淡淡的,15,18,气味,正面
1428,清洁效果,21,25,好,26,27,功效,正面
1429,_, , ,还行,12,14,整体,正面
1429,_, , ,没有过敏,15,19,使用体验,正面
1430,_, , ,很补水,28,31,功效,正面
1430,精华液,32,35,很多,36,38,成分,正面
1430,_, , ,好评,39,41,整体,正面
1431,_, , ,不错,0,2,整体,正面
1431,_, , ,便宜,5,7,价格,正面
1431,_, , ,希望是正品,8,13,真伪,中性
1432,_, , ,好,0,1,整体,正面
1432,_, , ,不错,2,4,整体,正面
1432,价格,4,6,实惠,6,8,价格,正面
1432,物流,8,10,快,10,11,物流,正面
1432,_, , ,666,11,14,整体,正面
1433,_, , ,挺好用的,9,13,整体,正面
1433,_, , ,不紧绷,16,19,使用体验,正面
1434,_, , ,不俗,10,12,整体,正面
1435,隔离效果,4,7,挺不错,0,4,功效,正面
1436,_, , ,好用,13,15,整体,正面
1436,_, , ,实惠,16,18,价格,正面
1437,味道,6,8,挺淡,8,10,气味,正面
1437,味道,6,8,蛮好闻,10,13,气味,正面
1437,_, , ,有点黏黏,21,25,使用体验,中性
1437,_, , ,挺小只,27,30,尺寸,正面
1438,_, , ,很满意,0,3,整体,正面
1439,_, , ,还不错,21,24,整体,正面
1440,_, , ,改善肤色,11,15,功效,正面
1440,_, , ,不干,16,18,使用体验,正面
1441,物流,0,2,好快,2,4,物流,正面
1441,_, , ,很好用,16,19,整体,正面
1441,_, , ,实惠,21,23,价格,正面
1442,_, , ,卸不掉,18,21,功效,负面
1443,_, , ,不错,20,22,整体,正面
1443,_, , ,大爱,23,25,整体,正面
1444,口感,0,2,挺好的,2,5,气味,正面
1444,速度,5,7,快,8,9,物流,正面
1445,_, , ,还不错,0,3,整体,正面
1445,_, , ,很划算,4,7,价格,正面
1445,持久力,8,11,可以,12,14,使用体验,正面
1446,保湿,9,11,不太好,11,13,功效,正面
1447,_, , ,应该挺好的,14,19,整体,正面
1448,_, , ,还可以,0,3,整体,正面
1449,车主,2,4,快,6,7,物流,正面
1449,_, , ,很喜欢,16,19,整体,正面
1449,_, , ,很方便,42,45,整体,正面
1450,礼品,17,19,_, , ,价格,正面
1450,_, , ,好评,20,22,整体,正面
1450,_, , ,一如既往的好,4,10,整体,正面
1451,_, , ,挺好的,0,3,整体,正面
1452,_, , ,不过敏,7,10,使用体验,正面
1452,保湿照顾,22,26,还不错,26,29,功效,正面
1453,补水效果,3,7,较好,7,9,功效,正面
1453,_, , ,可以,0,2,整体,正面
1454,上妆效果,0,4,还好,5,7,功效,正面
1455,_, , ,挺好,5,7,整体,正面
1456,_, , ,不好用,0,3,整体,负面
1456,_, , ,很烂,3,5,整体,负面
1457,_, , ,很薄,2,4,使用体验,正面
1457,_, , ,很服帖,4,7,使用体验,正面
1457,标价,8,10,甜美,10,12,价格,正面
1458,_, , ,很不错,8,11,整体,正面
1459,_, , ,是正品,4,7,真伪,正面
1460,活动,4,6,挺合适,8,11,价格,正面
1460,_, , ,不错,13,15,整体,正面
1460,_, , ,好用,17,19,整体,正面
1461,_, , ,没有过敏,5,9,使用体验,正面
1461,_, , ,好,3,4,其他,正面
1461,价格,18,20,实惠,20,22,价格,正面
1461,_, , ,比较温和,13,17,使用体验,正面
1462,_, , ,很好,7,9,整体,正面
1462,_, , ,喜欢,9,11,整体,正面
1463,_, , ,正品,0,2,真伪,正面
1463,_, , ,很不错,12,15,整体,正面
1464,_, , ,挺好,2,4,整体,正面
1465,_, , ,不错,4,6,整体,正面
1465,客服服务态度,7,13,不错,4,6,服务,正面
1465,物流,19,21,应该改进,21,25,物流,负面
1465,VIP,36,38,敷衍了事,42,46,物流,负面
1466,_, , ,正品,26,28,真伪,正面
1466,_, , ,非常好用,2,6,整体,正面
1467,包装,14,16,太简陋了点,16,21,包装,正面
1467,_, , ,还不错,2,5,整体,正面
1468,账号,7,9,热心,9,11,服务,正面
1469,_, , ,有些油,0,3,使用体验,负面
1470,_, , ,是正品,10,13,真伪,正面
1470,_, , ,很香,21,23,气味,正面
1471,_, , ,是正品,0,3,真伪,正面
1472,上妆,5,7,很好,9,11,功效,正面
1472,_, , ,不油腻,13,16,使用体验,正面
1472,_, , ,有点干,26,29,使用体验,负面
1472,_, , ,很持久,47,50,功效,正面
1473,_, , ,还可以,2,5,整体,正面
1474,_, , ,很好,0,2,整体,正面
1474,_, , ,很喜欢,8,11,整体,正面
1475,包装,0,2,很精美,2,5,包装,正面
1475,图案,6,8,漂亮,9,11,其他,正面
1475,_, , ,很喜欢,12,15,整体,正面
1476,物流,0,2,不久,2,4,物流,正面
1476,_, , ,还不错,25,28,整体,正面
1477,_, , ,很舒服,2,5,整体,正面
1478,_, , ,还好,0,2,整体,正面
1479,_, , ,真的好用,2,6,整体,正面
1480,_, , ,还不错,2,5,整体,正面
1481,物流配送中心,0,6,很快,6,8,物流,正面
1481,_, , ,很好,13,15,整体,正面
1481,_, , ,很满意,16,19,整体,正面
1481,_, , ,好评,25,27,整体,正面
1482,_, , ,不好用,14,17,整体,负面
1482,_, , ,太干了,18,21,使用体验,负面
1482,_, , ,没有说的那么保湿,22,30,功效,负面
1482,_, , ,上当了,31,34,整体,负面
1483,_, , ,很好用,0,3,整体,正面
1483,包装,6,8,比较好携带,8,13,包装,正面
1484,_, , ,很好用,9,12,整体,正面
1484,辣味,13,15,很好闻,16,19,气味,正面
1485,_, , ,很好用,21,24,整体,正面
1485,_, , ,轻薄,26,28,使用体验,正面
1485,_, , ,很提肤色,29,33,功效,正面
1486,_, , ,还不错,15,18,整体,正面
1487,_, , ,好用,0,2,整体,正面
1487,_, , ,不油腻,3,6,使用体验,正面
1487,_, , ,喜欢,7,9,整体,正面
1487,瓶子,13,15,新款,10,12,包装,正面
1487,_, , ,方便,20,22,使用体验,正面
1488,_, , ,很好用,0,3,整体,正面
1488,_, , ,不干,4,6,使用体验,正面
1489,赠品,26,28,好多,24,26,价格,正面
1489,_, , ,很好用,14,17,整体,正面
1489,_, , ,赞誉,2,4,整体,正面
1490,_, , ,很划算,2,5,价格,正面
1490,_, , ,不刺激,16,19,使用体验,正面
1490,_, , ,很温和,13,16,使用体验,正面
1491,快递服务态度,0,6,好,6,7,物流,正面
1492,_, , ,挺好用的,0,4,整体,正面
1492,味道,4,6,很好闻,6,9,气味,正面
1493,市价,8,10,真的优惠,10,14,价格,正面
1494,_, , ,保湿,0,2,功效,正面
1494,_, , ,不油腻,2,5,使用体验,正面
1494,_, , ,很贴,6,8,使用体验,正面
1494,_, , ,最喜欢的,11,15,整体,正面
1495,_, , ,很一般,2,5,整体,中性
1496,_, , ,不好上妆,0,4,功效,负面
1496,_, , ,搓泥了,20,23,使用体验,负面
1496,_, , ,有些失望,29,33,整体,负面
1497,商品价格,8,10,挺实惠,11,14,价格,正面
1497,_, , ,还可以,0,3,整体,正面
1497,_, , ,还行,5,7,整体,正面
1497,_, , ,特别喜欢,23,27,整体,正面
1497,_, , ,挺好的,36,39,整体,正面
1498,_, , ,特喜欢,2,5,整体,正面
1498,_, , ,划算,21,23,价格,正面
1499,活动,20,22,_, , ,价格,正面
1500,_, , ,瞩目,13,15,整体,正面
1501,_, , ,还不错啦,0,4,整体,正面
1501,_, , ,挺滋润补水的,5,11,使用体验,正面
1502,_, , ,很划算,4,7,价格,正面
1502,_, , ,挺好用的,16,20,整体,正面
1503,_, , ,极好,22,24,整体,正面
1503,_, , ,很好吸收,15,19,使用体验,正面
1504,赠品,0,2,很好,2,4,价格,正面
1504,_, , ,丝润,8,10,使用体验,正面
1504,_, , ,光滑,10,12,使用体验,正面
1505,_, , ,好小,17,19,尺寸,负面
1506,清洁效果,6,10,不是很好,10,14,功效,负面
1506,_, , ,挺温和的,0,4,使用体验,正面
1507,_, , ,可以,13,15,整体,正面
1508,快寄,2,5,很给力,0,2,物流,正面
1508,_, , ,水水润润,31,35,使用体验,正面
1509,_, , ,真品牌,43,46,真伪,正面
1510,物流,0,2,快,2,3,物流,正面
1510,价格,4,6,便宜,6,8,价格,正面
1510,_, , ,滋润,20,22,使用体验,正面
1511,车主,0,2,慢,2,3,物流,正面
1511,_, , ,还不错,13,16,整体,正面
1511,活动,18,20,划算,22,24,价格,正面
1512,_, , ,一般,0,2,整体,中性
1512,_, , ,没那么好用,3,8,整体,负面
1513,物流,0,2,很快,2,4,物流,正面
1513,补水效果,10,14,很明显,14,17,功效,正面
1514,包装,0,2,很好,2,4,包装,正面
1515,_, , ,不错,18,20,整体,正面
1515,_, , ,好评,25,27,整体,正面
1516,瓶子,0,2,很漂亮,2,5,包装,正面
1516,投递,14,16,立刻,12,14,物流,正面
1516,态度,16,18,好,18,19,物流,正面
1516,_, , ,很喜欢,5,8,整体,正面
1516,_, , ,很好用,9,12,整体,正面
1517,_, , ,很差,20,22,整体,正面
1517,_, , ,很不错,9,12,整体,正面
1518,快递员,15,18,_, , ,物流,正面
1519,_, , ,好用,0,2,整体,正面
1519,_, , ,水水的,3,6,使用体验,正面
1519,_, , ,很细,8,10,使用体验,正面
1520,_, , ,挺好的,2,5,整体,正面
1521,_, , ,是正品,2,5,真伪,正面
1522,快递,12,14,太不靠谱,14,18,物流,负面
1522,摊贩,20,22,不解决,23,26,服务,负面
1523,电子商务,0,2,挺快的,2,5,物流,正面
1523,_, , ,是正品,19,22,真伪,正面
1523,_, , ,很放心,25,28,整体,正面
1524,VIP,20,25,真的很快呀,17,19,物流,正面
1525,颜值,0,2,较高,2,4,包装,正面
1525,_, , ,不错,7,9,整体,正面
1526,_, , ,好用,0,2,整体,正面
1526,补水,8,10,不错,10,12,功效,正面
1527,卸妆,4,6,清洁,7,9,功效,正面
1527,_, , ,很温和,0,3,使用体验,正面
1527,_, , ,还不错,12,15,整体,正面
1528,_, , ,便宜了好多,15,20,价格,正面
1528,_, , ,非常好,0,3,整体,正面
1529,_, , ,很满意,8,11,整体,正面
1529,价格,12,14,便宜,15,17,价格,正面
1530,要价,9,11,低价,7,9,价格,正面
1530,_, , ,不干,23,25,使用体验,正面
1531,物流,28,30,很快,30,32,物流,正面
1532,物流,29,31,之后,31,33,物流,正面
1533,_, , ,不错,2,4,整体,正面
1533,价格,5,7,合适,7,9,价格,正面
1533,物流,10,12,给力,12,14,物流,正面
1534,_, , ,很不错,10,13,整体,正面
1535,物流,13,15,快,15,16,物流,正面
1535,_, , ,好,19,20,整体,正面
1536,_, , ,超喜欢,5,8,整体,正面
1537,香味,17,19,不太喜欢,21,25,气味,负面
1537,质地,29,31,柔顺,26,28,使用体验,正面
1537,_, , ,挺滋润,36,39,使用体验,正面
1538,_, , ,不错,3,5,整体,正面
1538,_, , ,较好,0,2,整体,正面
1539,商品价格,0,2,较便宜,2,5,价格,正面
1540,_, , ,一般,2,4,整体,中性
1540,_, , ,有点卡粉,7,11,使用体验,负面
1541,_, , ,极佳,20,22,整体,正面
1542,_, , ,比较好用,14,18,整体,正面
1543,_, , ,很光滑,23,26,使用体验,正面
1543,_, , ,好推开,11,14,使用体验,正面
1543,_, , ,不卡粉,14,17,使用体验,正面
1544,_, , ,挺好的,2,5,整体,正面
1544,_, , ,买的值,14,17,价格,正面
1545,价格,9,11,优惠,11,13,价格,正面
1545,_, , ,正品,34,36,真伪,正面
1545,_, , ,很好,30,32,整体,正面
1546,_, , ,超级好用,2,6,整体,正面
1546,_, , ,非常喜欢,7,11,整体,正面
1547,甜,0,2,很好闻,2,5,气味,正面
1547,清洁能力,6,10,不错,11,13,功效,正面
1548,发货,2,4,很快,4,6,物流,正面
1548,活动力度,7,11,很大,11,13,价格,正面
1548,_, , ,很实惠,14,17,价格,正面
1549,补水效果,0,4,_, , ,功效,正面
1550,维修服务,3,5,非常好,5,8,服务,正面
1551,浓缩,9,11,挺多的,11,14,成分,正面
1551,_, , ,很好,0,2,整体,正面
1551,_, , ,挺薄的,5,8,使用体验,正面
1551,_, , ,很舒服,18,21,使用体验,正面
1552,清洁度,0,3,还不错,3,6,功效,正面
1552,保湿效果,7,11,很好,11,13,功效,正面
1553,物流,0,2,好快,2,4,物流,正面
1554,清洁效果,10,14,不错,14,16,功效,正面
1554,_, , ,不紧绷,19,22,使用体验,正面
1555,酒精味,0,3,很明显,3,6,气味,负面
1556,_, , ,还不错,2,5,整体,正面
1556,_, , ,很舒服,16,19,使用体验,正面
1557,桔,5,7,淡淡的,2,5,气味,正面
1557,_, , ,还可以,8,11,整体,正面
1558,精华,8,10,挺多的,10,13,成分,正面
1558,_, , ,还不错,4,7,整体,正面
1558,_, , ,挺好用的,14,18,使用体验,正面
1559,_, , ,很好,0,2,整体,正面
1559,补水效果,3,7,很好,7,9,功效,正面
1560,物流,0,2,很快,2,4,物流,正面
1560,态度,5,7,很好,7,9,物流,正面
1560,颜值,12,14,极好,14,16,包装,正面
1561,_, , ,不错,2,4,整体,正面
1562,物流,6,8,超快,8,10,物流,正面
1562,延展性,20,23,很好,23,25,使用体验,正面
1562,_, , ,调节肤色,31,35,功效,正面
1562,_, , ,很好用,36,39,整体,正面
1563,_, , ,挺好,3,5,整体,正面
1563,味道,6,8,挺清淡的,9,13,气味,正面
1564,_, , ,非常好,0,3,整体,正面
1565,_, , ,很好用,2,5,整体,正面
1565,补水效果,5,9,很好,9,11,功效,正面
1566,包装,0,2,存留,2,4,包装,正面
1566,快递小哥服务,5,11,很好,11,13,物流,中性
1567,_, , ,挺好的,0,3,整体,正面
1567,_, , ,不错,15,17,整体,正面
1568,包装,8,10,_, , ,包装,中性
1569,_, , ,很不错,2,5,整体,正面
1569,_, , ,干净,6,8,功效,正面
1569,_, , ,不紧绷,8,11,使用体验,正面
1570,送货速度,0,4,较慢,4,5,物流,正面
1570,包装,6,8,完整,8,10,包装,正面
1570,_, , ,杠杠的,15,18,整体,正面
1571,_, , ,比较喜欢,14,18,整体,正面
1571,_, , ,挺补水的,27,31,功效,正面
1571,_, , ,水嫩的,42,45,使用体验,正面
1572,包装,6,8,_, , ,包装,正面
1572,滋润度,16,19,正好,23,25,使用体验,正面
1572,增白效果,32,36,不喜欢,37,40,功效,负面
1573,_, , ,很好用,5,8,整体,正面
1573,_, , ,用量少,9,12,使用体验,正面
1573,_, , ,洗的干净,12,16,功效,正面
1574,_, , ,很不错,10,13,整体,正面
1575,遮瑕效果,9,13,不错,13,15,功效,正面
1575,_, , ,挺好用,0,3,整体,正面
1575,_, , ,很好,6,8,整体,正面
1575,_, , ,湿润,16,18,使用体验,正面
1576,补水效果,0,4,太好,4,6,功效,正面
1576,_, , ,5星好评,29,33,整体,正面
1577,_, , ,挺好用的,16,20,整体,正面
1577,_, , ,是正品,21,24,真伪,正面
1578,_, , ,很好用,0,3,整体,正面
1579,送货速度,2,6,真的很快,6,10,物流,正面
1579,服务态度,11,15,好,16,17,物流,正面
1580,价格,7,9,便宜,9,11,价格,正面
1580,_, , ,还不错,2,5,整体,正面
1581,_, , ,还可以,30,33,整体,正面
1582,_, , ,挺好的,4,7,整体,正面
1583,_, , ,物美价廉,4,8,价格,正面
1583,_, , ,不错,0,2,整体,正面
1584,香味,8,10,不是很喜欢,11,16,气味,负面
1584,_, , ,有保湿效果,17,22,功效,正面
1585,收货,8,10,平庸,10,12,物流,正面
1585,_, , ,很喜欢,0,3,整体,正面
1585,_, , ,非常好,4,7,整体,正面
1586,设计,24,27,很贴心,28,30,包装,正面
1586,_, , ,挺好的,0,3,整体,正面
1586,_, , ,很便宜,15,18,价格,正面
1587,_, , ,不久,3,5,物流,正面
1587,_, , ,还可以,8,11,整体,正面
1587,_, , ,满意,12,14,整体,正面
1588,_, , ,很喜欢,0,3,整体,正面
1589,_, , ,不泛白,4,7,功效,正面
1589,_, , ,不是特别油腻,8,14,使用体验,正面
1589,_, , ,还可以,15,18,整体,正面
1589,防晒效果,19,23,_, , ,功效,中性
1590,快递,2,4,就是快,4,7,物流,正面
1591,_, , ,很好用,14,17,整体,正面
1592,_, , ,一般般,0,3,整体,中性
1593,_, , ,还挺好用的,2,7,整体,正面
1594,_, , ,还可以,0,3,整体,正面
1594,包装,18,20,不是很好,20,24,包装,负面
1594,吸收,10,12,挺好的,12,15,使用体验,正面
1595,_, , ,非常不错,0,4,整体,正面
1595,_, , ,非常划算,14,18,价格,正面
1595,_, , ,太棒了,23,26,价格,正面
1596,补水效果,19,23,极好,23,25,功效,正面
1596,_, , ,很好用,15,18,整体,正面
1597,_, , ,很好用,9,12,整体,正面
1597,_, , ,不过敏,15,18,整体,正面
1598,活动,1,3,挺优惠的,4,8,价格,正面
1599,价格,9,11,实惠,15,17,价格,正面
1599,_, , ,是正品,18,21,真伪,正面
1599,物流,22,24,快速,24,25,物流,正面
1600,_, , ,好评,37,39,整体,正面
1601,交货,0,2,快,2,3,物流,正面
1601,_, , ,好用,4,6,整体,正面
1601,补水,7,9,好,13,14,功效,正面
1601,隔离效果,9,13,好,13,14,功效,正面
1601,价格,15,17,实惠,17,19,价格,正面
1601,_, , ,很喜欢,23,26,整体,正面
1601,_, , ,很划算,20,23,价格,正面
1602,成品,3,5,没心情了,6,10,包装,负面
1602,_, , ,不知道是不是正品,11,19,真伪,中性
1603,_, , ,很不错,9,12,整体,正面
1603,_, , ,不太好,17,19,其他,正面
1603,_, , ,自然,20,22,功效,正面
1604,_, , ,还不错,5,8,整体,正面
1605,_, , ,好评,11,13,整体,正面
1605,快递小哥,17,21,好,26,27,物流,正面
1605,_, , ,给赞,28,30,整体,正面
1606,清洁能力,5,8,很给力,0,4,功效,正面
1607,_, , ,好用,5,7,整体,正面
1607,_, , ,非常的服帖,8,13,使用体验,正面
1607,精华液,14,17,不多,18,20,成分,正面
1607,_, , ,很清爽,28,31,使用体验,正面
1607,_, , ,很喜欢,32,35,整体,正面
1608,_, , ,还不错,22,25,整体,正面
1609,_, , ,好评,6,8,整体,正面
1610,服务,24,26,好,26,27,服务,正面
1611,_, , ,很不错,0,3,整体,正面
1611,_, , ,低廉,4,6,价格,正面
1611,_, , ,好用,6,8,整体,正面
1611,_, , ,喜欢,8,10,整体,正面
1612,_, , ,舒服,2,4,使用体验,正面
1612,_, , ,不错,4,6,整体,正面
1612,_, , ,实惠,17,19,价格,正面
1612,_, , ,可视,20,22,整体,正面
1613,_, , ,很舒服,2,5,整体,正面
1614,快递,0,2,很快,2,4,物流,正面
1614,味道,8,10,竟然,11,13,气味,正面
1614,_, , ,很喜欢,5,8,整体,正面
1615,_, , ,不刺激,2,5,使用体验,正面
1616,零售业,6,8,很快,8,10,物流,正面
1616,快递小哥,11,15,很热情,15,18,物流,正面
1617,_, , ,还不错,8,11,整体,正面
1617,_, , ,挺喜欢,12,15,整体,正面
1618,_, , ,还不错,15,18,整体,正面
1619,_, , ,不知道是不是正品,0,8,真伪,中性
1620,_, , ,还不错,7,10,整体,正面
1620,_, , ,便宜,11,13,价格,正面
1621,_, , ,很好,2,4,整体,正面
1621,_, , ,很心塞,23,26,价格,负面
1622,_, , ,很舒服,17,20,使用体验,正面
1622,_, , ,非常不错,4,8,整体,正面
